NAME,Prob,C,FACTOR,UNITS,DESC,SOURCE,SYM,DIST,PARM2(EF),CCF GROUP,LINK,EQUATION,NOTES,LOCATE,MTIME,TYPE,RATE,U,RATEDIST,RATEEF,STYLE,Support,ModelNotes,Template,SeedValue,Constituents,LoopMarker,Badges,SupportedBy,Attachments,TemplateName
X69/70/71_1_4,0.00295,,2.95E-03,,CCF of two components: X69 & X70-MT,,Y,,,,,,,,,,,,,,,,,,,"X69,X70-MT",,,,,
X69/70/71_1_5,0.00295,,2.95E-03,,CCF of two components: X69 & X71,,Y,,,,,,,,,,,,,,,,,,,"X69,X71",,,,,
X69/70/71_1_6,0.00295,,2.95E-03,,CCF of two components: X69 & X71-MT,,Y,,,,,,,,,,,,,,,,,,,"X69,X71-MT",,,,,
X69/70/71_2_3,0.00295,,2.95E-03,,CCF of two components: X69-MT & X70,,Y,,,,,,,,,,,,,,,,,,,"X69-MT,X70",,,,,
X69/70/71_2_4,0.00295,,2.95E-03,,CCF of two components: X69-MT & X70-MT,,Y,,,,,,,,,,,,,,,,,,,"X69-MT,X70-MT",,,,,
X69/70/71_2_5,0.00295,,2.95E-03,,CCF of two components: X69-MT & X71,,Y,,,,,,,,,,,,,,,,,,,"X69-MT,X71",,,,,
X69/70/71_2_6,0.00295,,2.95E-03,,CCF of two components: X69-MT & X71-MT,,Y,,,,,,,,,,,,,,,,,,,"X69-MT,X71-MT",,,,,
X69/70/71_3_4,0.00295,,2.95E-03,,CCF of two components: X70 & X70-MT,,Y,,,,,,,,,,,,,,,,,,,"X70,X70-MT",,,,,
X69/70/71_3_5,0.00295,,2.95E-03,,CCF of two components: X70 & X71,,Y,,,,,,,,,,,,,,,,,,,"X70,X71",,,,,
X69/70/71_3_6,0.00295,,2.95E-03,,CCF of two components: X70 & X71-MT,,Y,,,,,,,,,,,,,,,,,,,"X70,X71-MT",,,,,
X69/70/71_4_5,0.00295,,2.95E-03,,CCF of two components: X70-MT & X71,,Y,,,,,,,,,,,,,,,,,,,"X70-MT,X71",,,,,
X69/70/71_4_6,0.00295,,2.95E-03,,CCF of two components: X70-MT & X71-MT,,Y,,,,,,,,,,,,,,,,,,,"X70-MT,X71-MT",,,,,
X69/70/71_5_6,0.00295,,2.95E-03,,CCF of two components: X71 & X71-MT,,Y,,,,,,,,,,,,,,,,,,,"X71,X71-MT",,,,,
X69-MT,0.002157669,3,72H,,Loss of pump A,,U,,,X69/70/71,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X70,0.2311043,3,IE-YEAR,,Loss of pump B,,U,,,X69/70/71,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X70-MT,0.002157669,3,72H,,Loss of pump B,,U,,,X69/70/71,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X71,0.2311043,3,IE-YEAR,,Loss of pump C,,U,,,X69/70/71,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X71-MT,0.002157669,3,72H,,Loss of pump C,,U,,,X69/70/71,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X72,0.02593769,3,IE-YEAR,,Block valve spuriously opens,,B,,,,,,,,,B6-VLVE-HEMOVISOLATE-SOP,,,,,,,,,,,,,,,
X72-MT,0.0002159767,3,72H,,Block valve spuriously opens,,B,,,,,,,,,B6-VLVE-HEMOVISOLATE-SOP,,,,,,,,,,,,,,,
X73,0.004370422,3,IE-YEAR,,Valve A fails,,U,,,X73/74/75,,,,,,B6-VLVE-CHK-RVRSLEAK,,,,,,,,,,,,,,,
X73/74/75_1_2,5.579E-05,,5.579E-05,,CCF of two components: X73 & X73-MT,,Y,,,,,,,,,,,,,,,,,,,"X73,X73-MT",,,,,
X73/74/75_1_3,5.579E-05,,5.579E-05,,CCF of two components: X73 & X74,,Y,,,,,,,,,,,,,,,,,,,"X73,X74",,,,,
X73/74/75_1_4,5.579E-05,,5.579E-05,,CCF of two components: X73 & X74-MT,,Y,,,,,,,,,,,,,,,,,,,"X73,X74-MT",,,,,
X73/74/75_1_5,5.579E-05,,5.579E-05,,CCF of two components: X73 & X75,,Y,,,,,,,,,,,,,,,,,,,"X73,X75",,,,,
X73/74/75_1_6,5.579E-05,,5.579E-05,,CCF of two components: X73 & X75-MT,,Y,,,,,,,,,,,,,,,,,,,"X73,X75-MT",,,,,
X73/74/75_2_3,5.579E-05,,5.579E-05,,CCF of two components: X73-MT & X74,,Y,,,,,,,,,,,,,,,,,,,"X73-MT,X74",,,,,
X73/74/75_2_4,5.579E-05,,5.579E-05,,CCF of two components: X73-MT & X74-MT,,Y,,,,,,,,,,,,,,,,,,,"X73-MT,X74-MT",,,,,
X73/74/75_2_5,5.579E-05,,5.579E-05,,CCF of two components: X73-MT & X75,,Y,,,,,,,,,,,,,,,,,,,"X73-MT,X75",,,,,
X73/74/75_2_6,5.579E-05,,5.579E-05,,CCF of two components: X73-MT & X75-MT,,Y,,,,,,,,,,,,,,,,,,,"X73-MT,X75-MT",,,,,
X73/74/75_3_4,5.579E-05,,5.579E-05,,CCF of two components: X74 & X74-MT,,Y,,,,,,,,,,,,,,,,,,,"X74,X74-MT",,,,,
X73/74/75_3_5,5.579E-05,,5.579E-05,,CCF of two components: X74 & X75,,Y,,,,,,,,,,,,,,,,,,,"X74,X75",,,,,
X73/74/75_3_6,5.579E-05,,5.579E-05,,CCF of two components: X74 & X75-MT,,Y,,,,,,,,,,,,,,,,,,,"X74,X75-MT",,,,,
X73/74/75_4_5,5.579E-05,,5.579E-05,,CCF of two components: X74-MT & X75,,Y,,,,,,,,,,,,,,,,,,,"X74-MT,X75",,,,,
X73/74/75_4_6,5.579E-05,,5.579E-05,,CCF of two components: X74-MT & X75-MT,,Y,,,,,,,,,,,,,,,,,,,"X74-MT,X75-MT",,,,,
X73/74/75_5_6,5.579E-05,,5.579E-05,,CCF of two components: X75 & X75-MT,,Y,,,,,,,,,,,,,,,,,,,"X75,X75-MT",,,,,
X73-MT,3.599935E-05,3,72H,,Valve A fails,,U,,,X73/74/75,,,,,,B6-VLVE-CHK-RVRSLEAK,,,,,,,,,,,,,,,
X74,0.004370422,3,IE-YEAR,,Valve B fails,,U,,,X73/74/75,,,,,,B6-VLVE-CHK-RVRSLEAK,,,,,,,,,,,,,,,
X74-MT,3.599935E-05,3,72H,,Valve B fails,,U,,,X73/74/75,,,,,,B6-VLVE-CHK-RVRSLEAK,,,,,,,,,,,,,,,
X75,0.004370422,3,IE-YEAR,,Valve C fails,,U,,,X73/74/75,,,,,,B6-VLVE-CHK-RVRSLEAK,,,,,,,,,,,,,,,
X75-MT,3.599935E-05,3,72H,,Valve C fails,,U,,,X73/74/75,,,,,,B6-VLVE-CHK-RVRSLEAK,,,,,,,,,,,,,,,
X76,0.0008756164,3,IE-YEAR,,Check valve fails closed,,U,,,,,,,,,B6-VLVE-CHK-FTO/H,,,,,,,,,,,,,,,
X76-MT,7.199974E-06,3,72H,,Check valve fails closed,,U,,,,,,,,,B6-VLVE-CHK-FTO/H,,,,,,,,,,,,,,,
X77,0.08387274,3,IE-YEAR,,Mechanical failure,,U,,,,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X77-MT,0.0007197409,3,72H,,Mechanical failure,,U,,,,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X80,0.08387274,3,IE-YEAR,,Electrical control failure,,U,,,,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X80-MT,0.0007197409,3,72H,,Electrical control failure,,U,,,,,,,,,B3-PUMP-MD-CONTROL/ELECTRIC,,,,,,,,,,,,,,,
X8-1,0.09516259,3,DEMAND,,Turbine/generator trip,,U,,,,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X82,0.008721743,3,IE-YEAR,,Control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X8-2,0.09516259,3,DEMAND,,Turbine - generator - inadvertent trip,,U,,,,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X82-MT,7.199741E-05,3,72H,,Control circuit failure,,U,,,,,,,,,B6-VLVE-INJECT-CONTROL,,,,,,,,,,,,,,,
X83,0.02593769,3,IE-YEAR,,Bypass valve fails open,,U,,,,,,,,,B6-VLVE-HEMOVISOLATE-SOP,,,,,,,,,,,,,,,
X83-MT,0.0002159767,3,72H,,Bypass valve fails open,,U,,,,,,,,,B6-VLVE-HEMOVISOLATE-SOP,,,,,,,,,,,,,,,
X85-1,0.08387274,3,IE-YEAR,,Mechanical flow restriction,,U,,,X85-1/2,,,,,,B2-HTX-GENERAL-FLWRESTRICT,,,,,,,,,,,,,,,
X85-1/2_1_2,0.001471,,1.471E-03,,CCF of two components: X85-1 & X85-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X85-1,X85-1-MT",,,,,
X85-1/2_1_3,0.001471,,1.471E-03,,CCF of two components: X85-1 & X85-2,,Y,,,,,,,,,,,,,,,,,,,"X85-1,X85-2",,,,,
X85-1/2_1_4,0.001471,,1.471E-03,,CCF of two components: X85-1 & X85-2-MT,,Y,,,,,,,,,,,,,,,,,,,"X85-1,X85-2-MT",,,,,
X85-1/2_2_3,0.001471,,1.471E-03,,CCF of two components: X85-1-MT & X85-2,,Y,,,,,,,,,,,,,,,,,,,"X85-1-MT,X85-2",,,,,
X85-1/2_2_4,0.001471,,1.471E-03,,CCF of two components: X85-1-MT & X85-2-MT,,Y,,,,,,,,,,,,,,,,,,,"X85-1-MT,X85-2-MT",,,,,
X85-1/2_3_4,0.001471,,1.471E-03,,CCF of two components: X85-2 & X85-2-MT,,Y,,,,,,,,,,,,,,,,,,,"X85-2,X85-2-MT",,,,,
X85-1-MT,0.0007197409,3,72H,,Mechanical flow restriction,,U,,,X85-1/2,,,,,,B2-HTX-GENERAL-FLWRESTRICT,,,,,,,,,,,,,,,
X85-2,0.08387274,3,IE-YEAR,,Mechanical flow restriction,,U,,,X85-1/2,,,,,,HTX-RESTRICT,,,,,,,,,,,,,,,
X85-2-MT,0.0007197409,3,72H,,Mechanical flow restriction,,U,,,X85-1/2,,,,,,HTX-RESTRICT,,,,,,,,,,,,,,,
X87-1,0.008721743,3,IE-YEAR,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X87-1-MT,7.199741E-05,3,72H,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X87-2,0.008721743,3,IE-YEAR,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X87-2-MT,7.199741E-05,3,72H,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X89-1,0.008721743,3,IE-YEAR,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X89-1-MT,7.199741E-05,3,72H,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X89-2,0.008721743,3,IE-YEAR,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X89-2-MT,7.199741E-05,3,72H,,Mechanical failure,,U,,,,,,,,,B6-VLVE-GENERAL-ALL,,,,,,,,,,,,,,,
X8-MT1,0.09516259,3,DEMAND,,Turbine/generator trip,,U,,,,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X8-MT2,0.09516259,3,DEMAND,,Turbine - generator - inadvertent trip,,U,,,,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X90,0.01429682,3,STANDBY-IE,,Backup pump flwo path check valve closure failure,,U,,,,,,,,,B11-MOTORS-EM-FTO/H,,,,,,,,,,,,,,,
X90-MT,0.0007197409,3,72H,,Backup pump flwo path check valve closure failure,,U,,,,,,,,,B11-MOTORS-EM-FTO/H,,,,,,,,,,,,,,,
X91,0.01429682,3,STANDBY-IE,,Mechanical failure,,U,,,,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X9-1,0.0009995002,3,DEMAND,,Failure to bypass,,U,,,,,,,,,B16-TURBINE-PYBSVLVE-FTO,,,,,,,,,,,,,,,
X91-MT,0.0007197409,3,72H,,Mechanical failure,,U,,,,,,,,,B3-PUMP-MD-MECHANICAL,,,,,,,,,,,,,,,
X9-2,0.0009995002,3,DEMAND,,Turbine - pybass valve - fail to change state,,U,,,,,,,,,B16-TURBINE-PYBSVLVE-FTO,,,,,,,,,,,,,,,
X93,0.0007996801,3,DEMAND,,Start control circuit failure,,U,,,,,,,,,B3-PUMP-MD-FTS/ELECTRIC,,,,,,,,,,,,,,,
X93-MT,0.0007996801,3,DEMAND,,Start control circuit failure,,U,,,,,,,,,B3-PUMP-MD-FTS/ELECTRIC,,,,,,,,,,,,,,,
X94,0.0009995002,3,DEMAND,,Pump fails to start,,B,,,,,,,,,B3-PUMP-MD-FTO/D,,,,,,,,,,,,,,,
X94-MT,0.0009995002,3,DEMAND,,Pump fails to start,,B,,,,,,,,,B3-PUMP-MD-FTO/D,,,,,,,,,,,,,,,
X95,0.001438964,3,STANDBY-IE,,Pump trips control circuit failure,,U,,,,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X95-MT,7.199741E-05,3,72H,,Pump trips control circuit failure,,U,,,,,,,,,B3-PUMP-MD-CIRCUIT,,,,,,,,,,,,,,,
X97,5.99982E-05,3,DEMAND,,Mechanical failure,,U,,,,,,,,,B6-VLVE-CHK-FTO/D,,,,,,,,,,,,,,,
X97-MT,5.99982E-05,3,DEMAND,,Mechanical failure,,U,,,,,,,,,B6-VLVE-CHK-FTO/D,,,,,,,,,,,,,,,
X99,5.99982E-05,3,DEMAND,,Electrical control failure,,U,,,,,,,,,B6-VLVE-CHK-FTO/D,,,,,,,,,,,,,,,
X99-MT,5.99982E-05,3,DEMAND,,Electrical control failure,,U,,,,,,,,,B6-VLVE-CHK-FTO/D,,,,,,,,,,,,,,,
X9-MT1,0.0009995002,3,DEMAND,,Failure to bypass,,U,,,,,,,,,B16-TURBINE-PYBSVLVE-FTO,,,,,,,,,,,,,,,
X9-MT2,0.0009995002,3,DEMAND,,Turbine - pybass valve - fail to change state,,U,,,,,,,,,B16-TURBINE-PYBSVLVE-FTO,,,,,,,,,,,,,,,
Y1,-1,,,,HTS failed in one module,,,,,,,,,,,,,,,,,,,,,,,,,,
Y10,-1,,,,SCS fails in three modules,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y11,-1,,,,SCS fails in one module,,,,,,,,,,,,,,,,,,,,,,,,,,
Y12,-1,,,,SCS fails in two modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y13,-1,,,,SCS fails in three modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y14,-1,,,,SCS fails in four modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y15,-1,,,,HTS failed in one module,,,,,,,,,,,,,,,,,,,,,,,,,,
Y16,-1,,,,HTS failed in two modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y17,-1,,,,HTS failed in three modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y18,-1,,,,HTS failed in four modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y19,-1,,,,SCS fails in one module,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y2,-1,,,,HTS failed in two modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y20,-1,,,,SCS fails in two modules,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y21,-1,,,,SCS fails in one module,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y22,-1,,,,SCS fails in two modules,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y23,-1,,,,SCS fails in three modules,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y24,-1,,,,SCS fails in one module,,,,,,,,,,,,,,,,,,,,,,,,,,
Y25,-1,,,,SCS fails in two modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y26,-1,,,,SCS fails in three modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y27,-1,,,,SCS fails in four modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y28,-1,,,,SCS fails in one module,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y3,-1,,,,HTS failed in three modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4,-1,,,,HTS failed in four modules,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5,-1,,,,SCS fails in one module,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y6,-1,,,,SCS fails in one module,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y7,-1,,,,SCS fails in two modules,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y8,-1,,,,SCS fails in one module,,U,,,,,,,,,,,,,,,,,,,,,,,,
Y9,-1,,,,SCS fails in two modules,,U,,,,,,,,,,,,,,,,,,,,,,,,
Z10,0.0007197409,3,72H,,Intake blockage,,B,,,,,,,,,MDP-BLCK,,,,,,,,,,,,,,,
Z11,7.2E-10,3,72H,,Pipe rupture,,B,,,,,,,,,PIPE-ALL,,,,,,,,,,,,,,,
Z1-1,2.999955E-05,3,DEMAND,,PPIS Fails,,U,,,,,,,,,PPIS-SCS,,,,,,,,,,,,,,,
Z12,0.0002159767,3,72H,,Block valve spuriously opens,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z1-2,2.999955E-05,3,DEMAND,,PPIS fails to actuate SCS,,U,,,,,,,,,PPIS-SCS,,,,,,,,,,,,,,,
Z13,3.599935E-05,3,72H,,Valve "A" fails,,B,,,Z13/14/15,,,,,,CHK-REVERSE-LEAK,,,,,,,,,,,,,,,
Z1-3,2.999955E-05,3,DEMAND,,PPIS fails to actuate SCS,,U,,,,,,,,,PPIS-SCS,,,,,,,,,,,,,,,
Z13/14/15_1_2,1.149E-06,,1.149E-06,,CCF of two components: Z13 & Z14,,Y,,,,,,,,,,,,,,,,,,,"Z13,Z14",,,,,
Z13/14/15_1_3,1.149E-06,,1.149E-06,,CCF of two components: Z13 & Z15,,Y,,,,,,,,,,,,,,,,,,,"Z13,Z15",,,,,
Z13/14/15_2_3,1.149E-06,,1.149E-06,,CCF of two components: Z14 & Z15,,Y,,,,,,,,,,,,,,,,,,,"Z14,Z15",,,,,
Z14,3.599935E-05,3,72H,,Valve "B" fails,,B,,,Z13/14/15,,,,,,CHK-REVERSE-LEAK,,,,,,,,,,,,,,,
Z1-4,2.999955E-05,3,DEMAND,,PPIS fails to actuate SCS,,U,,,,,,,,,PPIS-SCS,,,,,,,,,,,,,,,
Z15,3.599935E-05,3,72H,,Valve "C" fails,,B,,,Z13/14/15,,,,,,CHK-REVERSE-LEAK,,,,,,,,,,,,,,,
Z16,7.2E-10,3,72H,,Pipe break,,U,,,,,,,,,PIPE-ALL,,,,,,,,,,,,,,,
Z19-1,0.0007197409,3,72H,,SCS control subsystem fails,,U,,,,,,,,,MS-PRESS-CONT,,,,,,,,,,,,,,,
Z19-2,0.0007197409,3,72H,,Main steam pressure control - fail to operate,,U,,,,,,,,,MS-PRESS-CONT,,,,,,,,,,,,,,,
Z19-3,0.0007197409,3,72H,,Main steam pressure control - fail to operate,,U,,,,,,,,,MS-PRESS-CONT,,,,,,,,,,,,,,,
Z19-4,0.0007197409,3,72H,,Main steam pressure control - fail to operate,,U,,,,,,,,,MS-PRESS-CONT,,,,,,,,,,,,,,,
Z21,0.0001871825,3,72H,,Pump inlet isolation valve fails open,,B,,,,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z2-1,0.002157669,3,72H,,Mechanical failure,,B,,,,,,,,,CIRC-MECH,,,,,,,,,,,,,,,
Z22,0.0001871825,3,72H,,Pump outlet isolation valve fails open,,B,,,,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z2-2,0.002157669,3,72H,,"Circulator machine, drive, and lubrication",,B,,,,,,,,,CIRC-MECH,,,,,,,,,,,,,,,
Z2-3,0.002157669,3,72H,,"Circulator machine, drive, and lubrication",,B,,,,,,,,,CIRC-MECH,,,,,,,,,,,,,,,
Z23A,2.999996E-06,3,DEMAND,,Electrical/Mechanical failure of pump,,U,,,Z23-A/B,,,,,,MDP-FTS,,,,,,,,,,,,,,,
Z23-A/B_1_2,7.5E-07,,7.5E-07,,CCF of two components: Z23A & Z23B,,Y,,,,,,,,,,,,,,,,,,,"Z23A,Z23B",,,,,
Z23B,2.999996E-06,3,DEMAND,,Electrical/Mechanical failure of pump,,U,,,Z23-A/B,,,,,,MDP-FTS,,,,,,,,,,,,,,,
Z2-4,0.002157669,3,72H,,"Circulator machine, drive, and lubrication",,B,,,,,,,,,CIRC-MECH,,,,,,,,,,,,,,,
Z24A,0.0001871825,3,72H,,Pump inlet isolation valve fails closed,,B,,,Z24-A/B,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z24-A/B_1_2,1.851E-05,,1.851E-05,,CCF of two components: Z24A & Z24B,,Y,,,,,,,,,,,,,,,,,,,"Z24A,Z24B",,,,,
Z24B,0.0001871825,3,72H,,Pump inlet isolation valve fails closed,,B,,,Z24-A/B,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z25A,0.0001871825,3,72H,,Pump outlet isolation valve fails closed,,B,,,Z25-A/B,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z25-A/B_1_2,1.851E-05,,1.851E-05,,CCF of two components: Z25A & Z25B,,Y,,,,,,,,,,,,,,,,,,,"Z25A,Z25B",,,,,
Z25B,0.0001871825,3,72H,,Pump outlet isolation valve fails closed,,B,,,Z25-A/B,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z26A,0.0007197409,3,72H,,Electrical/Mechanical failure of pump,,U,,,Z26-A/B,,,,,,MDP-MECH,,,,,,,,,,,,,,,
Z26-A/B_1_2,4.594E-05,,4.594E-05,,CCF of two components: Z26A & Z26B,,Y,,,,,,,,,,,,,,,,,,,"Z26A,Z26B",,,,,
Z26B,0.0007197409,3,72H,,Electrical/Mechanical failure of pump,,U,,,Z26-A/B,,,,,,MDP-MECH,,,,,,,,,,,,,,,
Z27A,0.0002159767,3,72H,,Pump inlet isolation valve spuriously closes,,B,,,Z27-A/B,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z27-A/B_1_2,2.136E-05,,2.136E-05,,CCF of two components: Z27A & Z27B,,Y,,,,,,,,,,,,,,,,,,,"Z27A,Z27B",,,,,
Z27B,0.0002159767,3,72H,,Pump inlet isolation valve spuriously closes,,B,,,Z27-A/B,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z28A,0.0002159767,3,72H,,Pump outlet isolation valve spuriously closes,,B,,,Z28-A/B,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z28-A/B_1_2,2.136E-05,,2.136E-05,,CCF of two components: Z28A & Z28B,,Y,,,,,,,,,,,,,,,,,,,"Z28A,Z28B",,,,,
Z28B,0.0002159767,3,72H,,Pump outlet isolation valve spuriously closes,,B,,,Z28-A/B,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z29,0.0007197409,3,72H,,Intake blockage,,U,,,,,,,,,MDP-BLCK,,,,,,,,,,,,,,,
Z2A-1,0.002157669,3,72H,,Motor control failure,,U,,,,,,,,,CIRC-CONT,,,,,,,,,,,,,,,
Z2A-2,0.002157669,3,72H,,Circulator loss of control system,,U,,,,,,,,,CIRC-CONT,,,,,,,,,,,,,,,
Z2A-3,0.002157669,3,72H,,Circulator loss of control system,,U,,,,,,,,,CIRC-CONT,,,,,,,,,,,,,,,
Z2A-4,0.002157669,3,72H,,Circulator loss of control system,,U,,,,,,,,,CIRC-CONT,,,,,,,,,,,,,,,
Z3-1,0.0002159767,3,72H,,SCS He isolation valve fails closed,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z31-1,0.002157669,3,72H,,Heat exchanger leak,,B,,,,,,,,,HTX-ALL,,,,,,,,,,,,,,,
Z31-2,0.002157669,3,72H,,Heat exchanger - general - all,,B,,,,,,,,,HTX-ALL,,,,,,,,,,,,,,,
Z31-3,0.002157669,3,72H,,Heat exchanger - general - all,,B,,,,,,,,,HTX-ALL,,,,,,,,,,,,,,,
Z31-4,0.002157669,3,72H,,Heat exchanger - general - all,,B,,,,,,,,,HTX-ALL,,,,,,,,,,,,,,,
Z3-2,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z32-1,0.0002159767,3,72H,,Inlet valve spuriously closes,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z32-2,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z32-3,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z32-4,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z3-3,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z33-1,0.0002159767,3,72H,,Outlet valve spuriously closes,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z33-2,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z33-3,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z33-4,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z34,7.2E-10,3,72H,,Pipe rupture,,U,,,,,,,,,PIPE-ALL,,,,,,,,,,,,,,,
Z3-4,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z35,7.199741E-05,3,72H,,Pressurizer failure,,U,,,,,,,,,PRZR-LEAK,,,,,,,,,,,,,,,
Z37,0.002157669,3,72H,,Heat exchanger "A" leaks,,B,,,Z37/38,,,,,,HTX-ALL,,,,,,,,,,,,,,,
Z37/38_1_2,4.403E-05,,4.403E-05,,CCF of two components: Z37 & Z38,,Y,,,,,,,,,,,,,,,,,,,"Z37,Z38",,,,,
Z38,0.002157669,3,72H,,Heat exchanger "B" leaks,,B,,,Z37/38,,,,,,HTX-ALL,,,,,,,,,,,,,,,
Z3A-1,0.0002159767,3,72H,,SCS He isolation valve fails open,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z3A-2,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z3A-3,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z3A-4,0.0002159767,3,72H,,Motor operated valve - spurious operation,,B,,,,,,,,,MOV-SOP,,,,,,,,,,,,,,,
Z4-1,0.002157669,3,72H,,Motor failure,,B,,,,,,,,,CIRC-MECH,,,,,,,,,,,,,,,
Z41A,0.0001871825,3,72H,,Inlet valve spuriously closes,,B,,,Z41-A/B,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
Z41-A/B_1_2,1.851E-05,,1.851E-05,,CCF of two components: Z41A & Z41B,,Y,,,,,,,,,,,,,,,,,,,"Z41A,Z41B",,,,,
Z41B,0.0001871825,3,72H,,Inlet valve spuriously closes,,B,,,Z41-A/B,,,,,,MOV-FTO-RATE,,,,,,,,,,,,,,,
